"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Aug 01 20:48:59 GMT 2023","Tue Aug 01 20:48:59 GMT 2023","434","","test_api_login","TestRegister","","","test_user_register_wrong_password[tttttttttt]","Run: <FAILED test_api_login.py:TestRegister::test_user_register_wrong_password[tttttttttt] - AssertionError: assert 'Passwords do not match' == 'Password has... small letter'>Note: Is expected to be failed coz API has bug in the password field validator"
"passed","Tue Aug 01 20:49:42 GMT 2023","Tue Aug 01 20:49:48 GMT 2023","5953","","test_login_ui","TestLoginPopUp","","","test_remember_me_checkbox_n5_1","Verifying that the 'Remember me' check box retains its selection state when the login pop up is closed and reopened."
"passed","Tue Aug 01 20:48:57 GMT 2023","Tue Aug 01 20:48:58 GMT 2023","449","","test_api_login","TestRegister","","","test_user_register_wrong_lastname",""
"passed","Tue Aug 01 20:49:29 GMT 2023","Tue Aug 01 20:49:30 GMT 2023","558","","test_login_ui","TestLoginPopUp","","","test_email_empty_n3_1","Verifying, that when the email field is left empty and the form is submitted, an error message stating 'Email required' should appear"
"passed","Tue Aug 01 20:49:49 GMT 2023","Tue Aug 01 20:49:51 GMT 2023","1262","","test_login_ui","TestLoginPopUp","","","test_login_p1_1","check for successful login with valid credentials"
"passed","Tue Aug 01 20:49:05 GMT 2023","Tue Aug 01 20:49:06 GMT 2023","1085","","test_api_login","TestAuth","","","test_user_login_wrong_password",""
"passed","Tue Aug 01 20:49:16 GMT 2023","Tue Aug 01 20:49:17 GMT 2023","1529","","test_cars_api_and_ui","TestCarsUI","","","test_auto_create","Create car via WEB UI and check it values via API"
"passed","Tue Aug 01 20:49:23 GMT 2023","Tue Aug 01 20:49:28 GMT 2023","5745","","test_login_ui","TestLoginPopUp","","","test_login_close_button_n2_1","Verifying, that clicking on the cross button ensures that the login pop up is closed."
"passed","Tue Aug 01 20:49:34 GMT 2023","Tue Aug 01 20:49:35 GMT 2023","958","","test_login_ui","TestLoginPopUp","","","test_email_field_visual_representation_n3_4","Verifying that when an error occurs, the email field's border color turns red, and the associated labels also turn red."
"passed","Tue Aug 01 20:49:36 GMT 2023","Tue Aug 01 20:49:37 GMT 2023","623","","test_login_ui","TestLoginPopUp","","","test_password_empty_n4_1","Verifying that when the password field is left empty and the form is submitted, an error message appears stating 'Password required'"
"passed","Tue Aug 01 20:49:40 GMT 2023","Tue Aug 01 20:49:41 GMT 2023","1025","","test_login_ui","TestLoginPopUp","","","test_password_field_visual_representation_n4_3","Verifying that when an error occurs, the password field's border color turns red, and the associated labels also turn red."
"passed","Tue Aug 01 20:48:57 GMT 2023","Tue Aug 01 20:48:57 GMT 2023","461","","test_api_login","TestRegister","","","test_user_register_wrong_name",""
"passed","Tue Aug 01 20:49:19 GMT 2023","Tue Aug 01 20:49:21 GMT 2023","1466","","test_cars_api_and_ui","TestCarsUI","","","test_auto_delete","create car via APi. delete car via WEB UI and check it removed via API"
"passed","Tue Aug 01 20:48:58 GMT 2023","Tue Aug 01 20:48:58 GMT 2023","443","","test_api_login","TestRegister","","","test_user_register_wrong_password[test]",""
"passed","Tue Aug 01 20:49:38 GMT 2023","Tue Aug 01 20:49:39 GMT 2023","1146","","test_login_ui","TestLoginPopUp","","","test_wrong_password_login_n4_2","Verifying that when an incorrect password is entered for a valid email and the form is submitted, an error message appears stating 'Wrong email or password.'"
"passed","Tue Aug 01 20:49:04 GMT 2023","Tue Aug 01 20:49:05 GMT 2023","583","","test_api_login","TestAuth","","","test_user_login_wrong_email",""
"passed","Tue Aug 01 20:48:54 GMT 2023","Tue Aug 01 20:48:55 GMT 2023","494","","test_api_login","TestRegister","","","test_user_register_empty_fields[name]",""
"passed","Tue Aug 01 20:49:02 GMT 2023","Tue Aug 01 20:49:03 GMT 2023","759","","test_api_login","TestAuth","","","test_user_login",""
"passed","Tue Aug 01 20:48:55 GMT 2023","Tue Aug 01 20:48:55 GMT 2023","438","","test_api_login","TestRegister","","","test_user_register_empty_fields[lastName]",""
"passed","Tue Aug 01 20:48:59 GMT 2023","Tue Aug 01 20:49:00 GMT 2023","468","","test_api_login","TestRegister","","","test_user_register_passwords_do_not_match",""
"passed","Tue Aug 01 20:48:58 GMT 2023","Tue Aug 01 20:48:59 GMT 2023","500","","test_api_login","TestRegister","","","test_user_register_wrong_password[t1T]",""
"passed","Tue Aug 01 20:48:56 GMT 2023","Tue Aug 01 20:48:57 GMT 2023","449","","test_api_login","TestRegister","","","test_user_register_empty_fields[repeatPassword]",""
"passed","Tue Aug 01 20:48:53 GMT 2023","Tue Aug 01 20:48:54 GMT 2023","1572","","test_api_login","TestRegister","","","test_user_register",""
"passed","Tue Aug 01 20:49:07 GMT 2023","Tue Aug 01 20:49:07 GMT 2023","127","","test_api_login","TestAuth","","","test_check_user_profile",""
"passed","Tue Aug 01 20:49:17 GMT 2023","Tue Aug 01 20:49:19 GMT 2023","1684","","test_cars_api_and_ui","TestCarsUI","","","test_auto_modify","modify Car via UI and then verify it updated via API"
"passed","Tue Aug 01 20:48:55 GMT 2023","Tue Aug 01 20:48:56 GMT 2023","483","","test_api_login","TestRegister","","","test_user_register_empty_fields[email]",""
"passed","Tue Aug 01 20:49:22 GMT 2023","Tue Aug 01 20:49:22 GMT 2023","141","","test_login_ui","TestLoginPopUp","","","test_login_form_title_n1_1","Verifying, that comparing the retrieving text value with the expected text 'Log in', to ensures it matches exactly."
"passed","Tue Aug 01 20:49:51 GMT 2023","Tue Aug 01 20:49:53 GMT 2023","1322","","test_login_ui","TestLoginPopUp","","","test_login_mixedcase_sensitivity_p1_2","Verifying, that when entering a valid email and password combination and submitting, the login is successful, and the user is redirected to the appropriate page or dashboard."
"passed","Tue Aug 01 20:48:56 GMT 2023","Tue Aug 01 20:48:56 GMT 2023","481","","test_api_login","TestRegister","","","test_user_register_empty_fields[password]",""
"passed","Tue Aug 01 20:49:31 GMT 2023","Tue Aug 01 20:49:31 GMT 2023","481","","test_login_ui","TestLoginPopUp","","","test_email_incorrect_n3_2","Verifying, that when an invalid email format (without '@' symbol) is entered and the form is submitted, an error message appears stating 'Email is incorrect'"
"passed","Tue Aug 01 20:48:59 GMT 2023","Tue Aug 01 20:48:59 GMT 2023","489","","test_api_login","TestRegister","","","test_user_register_wrong_password[tttttttttttttttttttt]",""
"passed","Tue Aug 01 20:49:33 GMT 2023","Tue Aug 01 20:49:34 GMT 2023","628","","test_login_ui","TestLoginPopUp","","","test_unregistered_email_login_n3_3","Verifying that when an email that isn`t registered with the site is entered and the form is submitted, an error message appears stating 'Wrong email or password'"
