"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 31 17:30:30 GMT 2023","Mon Jul 31 17:30:31 GMT 2023","443","","test_api_login","TestRegister","","","test_user_register_passwords_do_not_match",""
"passed","Mon Jul 31 17:30:26 GMT 2023","Mon Jul 31 17:30:26 GMT 2023","454","","test_api_login","TestRegister","","","test_user_register_empty_fields[email]",""
"passed","Mon Jul 31 17:30:28 GMT 2023","Mon Jul 31 17:30:28 GMT 2023","489","","test_api_login","TestRegister","","","test_user_register_wrong_lastname",""
"passed","Mon Jul 31 17:30:49 GMT 2023","Mon Jul 31 17:30:50 GMT 2023","531","","test_login_UI","TestLoginPopUp","","","test_email_incorrect_n3_2","Verifying, that when an invalid email format (without '@' symbol) is entered and the form is submitted, an error message appears stating 'Email is incorrect'"
"passed","Mon Jul 31 17:30:25 GMT 2023","Mon Jul 31 17:30:25 GMT 2023","498","","test_api_login","TestRegister","","","test_user_register_empty_fields[name]",""
"passed","Mon Jul 31 17:30:23 GMT 2023","Mon Jul 31 17:30:25 GMT 2023","1645","","test_api_login","TestRegister","","","test_user_register",""
"passed","Mon Jul 31 17:30:41 GMT 2023","Mon Jul 31 17:30:46 GMT 2023","5765","","test_login_UI","TestLoginPopUp","","","test_login_close_button_n2_1","Verifying, that clicking on the cross button ensures that the login pop up is closed."
"passed","Mon Jul 31 17:30:58 GMT 2023","Mon Jul 31 17:30:59 GMT 2023","1131","","test_login_UI","TestLoginPopUp","","","test_password_field_visual_representation_n4_3","Verifying that when an error occurs, the password field's border color turns red, and the associated labels also turn red."
"passed","Mon Jul 31 17:30:33 GMT 2023","Mon Jul 31 17:30:34 GMT 2023","718","","test_api_login","TestAuth","","","test_user_login",""
"passed","Mon Jul 31 17:31:10 GMT 2023","Mon Jul 31 17:31:11 GMT 2023","1446","","test_login_UI","TestLoginPopUp","","","test_login_mixedcase_sensitivity_p1_2","Verifying, that when entering a valid email and password combination and submitting, the login is successful, and the user is redirected to the appropriate page or dashboard."
"passed","Mon Jul 31 17:30:29 GMT 2023","Mon Jul 31 17:30:29 GMT 2023","487","","test_api_login","TestRegister","","","test_user_register_wrong_password[t1T]",""
"passed","Mon Jul 31 17:30:25 GMT 2023","Mon Jul 31 17:30:26 GMT 2023","446","","test_api_login","TestRegister","","","test_user_register_empty_fields[lastName]",""
"passed","Mon Jul 31 17:30:28 GMT 2023","Mon Jul 31 17:30:29 GMT 2023","497","","test_api_login","TestRegister","","","test_user_register_wrong_password[test]",""
"passed","Mon Jul 31 17:30:26 GMT 2023","Mon Jul 31 17:30:27 GMT 2023","457","","test_api_login","TestRegister","","","test_user_register_empty_fields[password]",""
"passed","Mon Jul 31 17:30:18 GMT 2023","Mon Jul 31 17:30:19 GMT 2023","1480","","test_api_and_UI","TestCarsUI","","","test_auto_create","Create car via WEB UI and check it values via API"
"passed","Mon Jul 31 17:30:48 GMT 2023","Mon Jul 31 17:30:48 GMT 2023","529","","test_login_UI","TestLoginPopUp","","","test_email_empty_n3_1","Verifying, that when the email field is left empty and the form is submitted, an error message stating 'Email required' should appear"
"passed","Mon Jul 31 17:30:56 GMT 2023","Mon Jul 31 17:30:57 GMT 2023","1186","","test_login_UI","TestLoginPopUp","","","test_wrong_password_login_n4_2","Verifying that when an incorrect password is entered for a valid email and the form is submitted, an error message appears stating 'Wrong email or password.'"
"passed","Mon Jul 31 17:30:52 GMT 2023","Mon Jul 31 17:30:53 GMT 2023","1030","","test_login_UI","TestLoginPopUp","","","test_email_field_visual_representation_n3_4","Verifying that when an error occurs, the email field's border color turns red, and the associated labels also turn red."
"failed","Mon Jul 31 17:30:30 GMT 2023","Mon Jul 31 17:30:30 GMT 2023","502","","test_api_login","TestRegister","","","test_user_register_wrong_password[tttttttttt]",""
