"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 31 16:53:24 GMT 2023","Mon Jul 31 16:53:24 GMT 2023","345","","test_api_login","TestRegister","","","test_user_register_wrong_name",""
"passed","Mon Jul 31 16:53:44 GMT 2023","Mon Jul 31 16:53:44 GMT 2023","474","","test_login_UI","TestLoginPopUp","","","test_unregistered_email_login_n3_3","Verifying that when an email that isn`t registered with the site is entered and the form is submitted, an error message appears stating 'Wrong email or password'"
"passed","Mon Jul 31 16:53:22 GMT 2023","Mon Jul 31 16:53:22 GMT 2023","429","","test_api_login","TestRegister","","","test_user_register_empty_fields[name]",""
"broken","Mon Jul 31 16:54:04 GMT 2023","Mon Jul 31 16:54:09 GMT 2023","5399","","test_login_UI","TestLoginPopUp","","","test_login_mixedcase_sensitivity_p1_2","Verifying, that when entering a valid email and password combination and submitting, the login is successful, and the user is redirected to the appropriate page or dashboard."
"passed","Mon Jul 31 16:53:20 GMT 2023","Mon Jul 31 16:53:22 GMT 2023","1565","","test_api_login","TestRegister","","","test_user_register",""
"passed","Mon Jul 31 16:53:19 GMT 2023","Mon Jul 31 16:53:20 GMT 2023","1275","","test_api_and_UI","TestCarsUI","","","test_auto_delete","create car via APi. delete car via WEB UI and check it removed via API"
"passed","Mon Jul 31 16:53:28 GMT 2023","Mon Jul 31 16:53:29 GMT 2023","667","","test_api_login","TestAuth","","","test_user_login",""
"failed","Mon Jul 31 16:53:25 GMT 2023","Mon Jul 31 16:53:26 GMT 2023","349","","test_api_login","TestRegister","","","test_user_register_wrong_password[tttttttttt]",""
"passed","Mon Jul 31 16:53:23 GMT 2023","Mon Jul 31 16:53:23 GMT 2023","338","","test_api_login","TestRegister","","","test_user_register_empty_fields[email]",""
"passed","Mon Jul 31 16:53:33 GMT 2023","Mon Jul 31 16:53:33 GMT 2023","91","","test_api_login","TestAuth","","","test_check_user_profile",""
"passed","Mon Jul 31 16:53:51 GMT 2023","Mon Jul 31 16:53:57 GMT 2023","5836","","test_login_UI","TestLoginPopUp","","","test_remember_me_checkbox_n5_1","Verifying that the 'Remember me' check box retains its selection state when the login pop up is closed and reopened."
"passed","Mon Jul 31 16:53:17 GMT 2023","Mon Jul 31 16:53:19 GMT 2023","1406","","test_api_and_UI","TestCarsUI","","","test_auto_modify","modify Car via UI and then verify it updated via API"
"passed","Mon Jul 31 16:53:23 GMT 2023","Mon Jul 31 16:53:23 GMT 2023","341","","test_api_login","TestRegister","","","test_user_register_empty_fields[password]",""
"passed","Mon Jul 31 16:53:23 GMT 2023","Mon Jul 31 16:53:24 GMT 2023","340","","test_api_login","TestRegister","","","test_user_register_empty_fields[repeatPassword]",""
