"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 01 21:48:58 GMT 2023","Tue Aug 01 21:48:58 GMT 2023","326","","test_api_login","TestRegister","","","test_user_register_passwords_do_not_match",""
"passed","Tue Aug 01 21:49:25 GMT 2023","Tue Aug 01 21:49:26 GMT 2023","494","","test_login_ui","TestLoginPopUp","","","test_unregistered_email_login_n3_3","Verifying that when an email that isn`t registered with the site is entered and the form is submitted, an error message appears stating 'Wrong email or password'"
"passed","Tue Aug 01 21:48:56 GMT 2023","Tue Aug 01 21:48:57 GMT 2023","344","","test_api_login","TestRegister","","","test_user_register_wrong_lastname",""
"passed","Tue Aug 01 21:49:24 GMT 2023","Tue Aug 01 21:49:25 GMT 2023","333","","test_login_ui","TestLoginPopUp","","","test_email_incorrect_n3_2","Verifying, that when an invalid email format (without '@' symbol) is entered and the form is submitted, an error message appears stating 'Email is incorrect'"
"passed","Tue Aug 01 21:49:03 GMT 2023","Tue Aug 01 21:49:04 GMT 2023","898","","test_api_login","TestAuth","","","test_user_login_wrong_password",""
"passed","Tue Aug 01 21:49:29 GMT 2023","Tue Aug 01 21:49:30 GMT 2023","980","","test_login_ui","TestLoginPopUp","","","test_wrong_password_login_n4_2","Verifying that when an incorrect password is entered for a valid email and the form is submitted, an error message appears stating 'Wrong email or password.'"
"passed","Tue Aug 01 21:49:02 GMT 2023","Tue Aug 01 21:49:02 GMT 2023","424","","test_api_login","TestAuth","","","test_user_login_wrong_email",""
"passed","Tue Aug 01 21:48:56 GMT 2023","Tue Aug 01 21:48:56 GMT 2023","343","","test_api_login","TestRegister","","","test_user_register_wrong_name",""
"passed","Tue Aug 01 21:49:13 GMT 2023","Tue Aug 01 21:49:14 GMT 2023","1383","","test_cars_api_and_ui","TestCarsUI","","","test_auto_modify","modify Car via UI and then verify it updated via API"
"passed","Tue Aug 01 21:49:17 GMT 2023","Tue Aug 01 21:49:23 GMT 2023","5700","","test_login_ui","TestLoginPopUp","","","test_login_close_button_n2_1","Verifying, that clicking on the cross button ensures that the login pop up is closed."
"passed","Tue Aug 01 21:49:27 GMT 2023","Tue Aug 01 21:49:28 GMT 2023","906","","test_login_ui","TestLoginPopUp","","","test_email_field_visual_representation_n3_4","Verifying that when an error occurs, the email field's border color turns red, and the associated labels also turn red."
"passed","Tue Aug 01 21:48:55 GMT 2023","Tue Aug 01 21:48:55 GMT 2023","323","","test_api_login","TestRegister","","","test_user_register_empty_fields[email]",""
"failed","Tue Aug 01 21:48:58 GMT 2023","Tue Aug 01 21:48:58 GMT 2023","329","","test_api_login","TestRegister","","","test_user_register_wrong_password[tttttttttt]","Run: 

< FAILED test_api_login.py:TestRegister::test_user_register_wrong_password[tttttttttt] - AssertionError: assert 'Passwords do not match' == 'Password has... small letter' > 

Note: 

Is expected to be failed coz API has bug in the password field validator"
"passed","Tue Aug 01 21:48:55 GMT 2023","Tue Aug 01 21:48:56 GMT 2023","328","","test_api_login","TestRegister","","","test_user_register_empty_fields[password]",""
"passed","Tue Aug 01 21:48:54 GMT 2023","Tue Aug 01 21:48:55 GMT 2023","328","","test_api_login","TestRegister","","","test_user_register_empty_fields[name]",""
"passed","Tue Aug 01 21:48:55 GMT 2023","Tue Aug 01 21:48:55 GMT 2023","338","","test_api_login","TestRegister","","","test_user_register_empty_fields[lastName]",""
"passed","Tue Aug 01 21:48:57 GMT 2023","Tue Aug 01 21:48:57 GMT 2023","332","","test_api_login","TestRegister","","","test_user_register_wrong_password[t1T]",""
"passed","Tue Aug 01 21:49:04 GMT 2023","Tue Aug 01 21:49:05 GMT 2023","89","","test_api_login","TestAuth","","","test_check_user_profile",""
"passed","Tue Aug 01 21:49:11 GMT 2023","Tue Aug 01 21:49:13 GMT 2023","1300","","test_cars_api_and_ui","TestCarsUI","","","test_auto_create","Create car via WEB UI and check it values via API"
"passed","Tue Aug 01 21:48:57 GMT 2023","Tue Aug 01 21:48:57 GMT 2023","342","","test_api_login","TestRegister","","","test_user_register_wrong_password[test]",""
"passed","Tue Aug 01 21:49:33 GMT 2023","Tue Aug 01 21:49:38 GMT 2023","5870","","test_login_ui","TestLoginPopUp","","","test_remember_me_checkbox_n5_1","Verifying that the 'Remember me' check box retains its selection state when the login pop up is closed and reopened."
"passed","Tue Aug 01 21:48:57 GMT 2023","Tue Aug 01 21:48:58 GMT 2023","347","","test_api_login","TestRegister","","","test_user_register_wrong_password[tttttttttttttttttttt]",""
"passed","Tue Aug 01 21:49:41 GMT 2023","Tue Aug 01 21:49:42 GMT 2023","1012","","test_login_ui","TestLoginPopUp","","","test_login_mixedcase_sensitivity_p1_2","Verifying, that when entering a valid email and password combination and submitting, the login is successful, and the user is redirected to the appropriate page or dashboard."
"passed","Tue Aug 01 21:48:53 GMT 2023","Tue Aug 01 21:48:54 GMT 2023","1452","","test_api_login","TestRegister","","","test_user_register",""
"passed","Tue Aug 01 21:48:56 GMT 2023","Tue Aug 01 21:48:56 GMT 2023","336","","test_api_login","TestRegister","","","test_user_register_empty_fields[repeatPassword]",""
"passed","Tue Aug 01 21:49:28 GMT 2023","Tue Aug 01 21:49:29 GMT 2023","397","","test_login_ui","TestLoginPopUp","","","test_password_empty_n4_1","Verifying that when the password field is left empty and the form is submitted, an error message appears stating 'Password required'"
"passed","Tue Aug 01 21:49:23 GMT 2023","Tue Aug 01 21:49:24 GMT 2023","325","","test_login_ui","TestLoginPopUp","","","test_email_empty_n3_1","Verifying, that when the email field is left empty and the form is submitted, an error message stating 'Email required' should appear"
"passed","Tue Aug 01 21:49:31 GMT 2023","Tue Aug 01 21:49:32 GMT 2023","886","","test_login_ui","TestLoginPopUp","","","test_password_field_visual_representation_n4_3","Verifying that when an error occurs, the password field's border color turns red, and the associated labels also turn red."
"passed","Tue Aug 01 21:49:39 GMT 2023","Tue Aug 01 21:49:40 GMT 2023","1020","","test_login_ui","TestLoginPopUp","","","test_login_p1_1","check for successful login with valid credentials"
"passed","Tue Aug 01 21:49:00 GMT 2023","Tue Aug 01 21:49:01 GMT 2023","659","","test_api_login","TestAuth","","","test_user_login",""
