"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 01 20:32:07 GMT 2023","Tue Aug 01 20:32:08 GMT 2023","979","","test_login_ui","TestLoginPopUp","","","test_password_field_visual_representation_n4_3","Verifying that when an error occurs, the password field's border color turns red, and the associated labels also turn red."
"passed","Tue Aug 01 20:31:49 GMT 2023","Tue Aug 01 20:31:49 GMT 2023","137","","test_login_ui","TestLoginPopUp","","","test_login_form_title_n1_1","Verifying, that comparing the retrieving text value with the expected text 'Log in', to ensures it matches exactly."
"passed","Tue Aug 01 20:31:58 GMT 2023","Tue Aug 01 20:31:59 GMT 2023","406","","test_login_ui","TestLoginPopUp","","","test_email_incorrect_n3_2","Verifying, that when an invalid email format (without '@' symbol) is entered and the form is submitted, an error message appears stating 'Email is incorrect'"
"failed","Tue Aug 01 20:31:27 GMT 2023","Tue Aug 01 20:31:28 GMT 2023","471","","test_api_login","TestRegister","","","test_user_register_wrong_password[tttttttttt]",""
"passed","Tue Aug 01 20:31:31 GMT 2023","Tue Aug 01 20:31:31 GMT 2023","745","","test_api_login","TestAuth","","","test_user_login",""
"passed","Tue Aug 01 20:32:03 GMT 2023","Tue Aug 01 20:32:04 GMT 2023","567","","test_login_ui","TestLoginPopUp","","","test_password_empty_n4_1","Verifying that when the password field is left empty and the form is submitted, an error message appears stating 'Password required'"
"passed","Tue Aug 01 20:31:57 GMT 2023","Tue Aug 01 20:31:57 GMT 2023","397","","test_login_ui","TestLoginPopUp","","","test_email_empty_n3_1","Verifying, that when the email field is left empty and the form is submitted, an error message stating 'Email required' should appear"
"passed","Tue Aug 01 20:31:25 GMT 2023","Tue Aug 01 20:31:26 GMT 2023","510","","test_api_login","TestRegister","","","test_user_register_wrong_lastname",""
"passed","Tue Aug 01 20:31:28 GMT 2023","Tue Aug 01 20:31:28 GMT 2023","434","","test_api_login","TestRegister","","","test_user_register_passwords_do_not_match",""
"passed","Tue Aug 01 20:31:24 GMT 2023","Tue Aug 01 20:31:25 GMT 2023","446","","test_api_login","TestRegister","","","test_user_register_empty_fields[repeatPassword]",""
"passed","Tue Aug 01 20:31:25 GMT 2023","Tue Aug 01 20:31:25 GMT 2023","463","","test_api_login","TestRegister","","","test_user_register_wrong_name",""
"passed","Tue Aug 01 20:32:05 GMT 2023","Tue Aug 01 20:32:06 GMT 2023","1115","","test_login_ui","TestLoginPopUp","","","test_wrong_password_login_n4_2","Verifying that when an incorrect password is entered for a valid email and the form is submitted, an error message appears stating 'Wrong email or password.'"
"passed","Tue Aug 01 20:31:45 GMT 2023","Tue Aug 01 20:31:47 GMT 2023","1622","","test_cars_api_and_ui","TestCarsUI","","","test_auto_modify","modify Car via UI and then verify it updated via API"
"passed","Tue Aug 01 20:32:00 GMT 2023","Tue Aug 01 20:32:00 GMT 2023","607","","test_login_ui","TestLoginPopUp","","","test_unregistered_email_login_n3_3","Verifying that when an email that isn`t registered with the site is entered and the form is submitted, an error message appears stating 'Wrong email or password'"
"passed","Tue Aug 01 20:31:47 GMT 2023","Tue Aug 01 20:31:48 GMT 2023","1424","","test_cars_api_and_ui","TestCarsUI","","","test_auto_delete","create car via APi. delete car via WEB UI and check it removed via API"
"passed","Tue Aug 01 20:31:23 GMT 2023","Tue Aug 01 20:31:24 GMT 2023","481","","test_api_login","TestRegister","","","test_user_register_empty_fields[email]",""
"passed","Tue Aug 01 20:31:32 GMT 2023","Tue Aug 01 20:31:33 GMT 2023","578","","test_api_login","TestAuth","","","test_user_login_wrong_email",""
"passed","Tue Aug 01 20:32:09 GMT 2023","Tue Aug 01 20:32:14 GMT 2023","5917","","test_login_ui","TestLoginPopUp","","","test_remember_me_checkbox_n5_1","Verifying that the 'Remember me' check box retains its selection state when the login pop up is closed and reopened."
"passed","Tue Aug 01 20:31:35 GMT 2023","Tue Aug 01 20:31:35 GMT 2023","132","","test_api_login","TestAuth","","","test_check_user_profile",""
"passed","Tue Aug 01 20:31:22 GMT 2023","Tue Aug 01 20:31:23 GMT 2023","486","","test_api_login","TestRegister","","","test_user_register_empty_fields[name]",""
"passed","Tue Aug 01 20:31:24 GMT 2023","Tue Aug 01 20:31:24 GMT 2023","484","","test_api_login","TestRegister","","","test_user_register_empty_fields[password]",""
"passed","Tue Aug 01 20:31:50 GMT 2023","Tue Aug 01 20:31:56 GMT 2023","5746","","test_login_ui","TestLoginPopUp","","","test_login_close_button_n2_1","Verifying, that clicking on the cross button ensures that the login pop up is closed."
"passed","Tue Aug 01 20:32:01 GMT 2023","Tue Aug 01 20:32:02 GMT 2023","904","","test_login_ui","TestLoginPopUp","","","test_email_field_visual_representation_n3_4","Verifying that when an error occurs, the email field's border color turns red, and the associated labels also turn red."
"passed","Tue Aug 01 20:32:17 GMT 2023","Tue Aug 01 20:32:18 GMT 2023","1142","","test_login_ui","TestLoginPopUp","","","test_login_mixedcase_sensitivity_p1_2","Verifying, that when entering a valid email and password combination and submitting, the login is successful, and the user is redirected to the appropriate page or dashboard."
"passed","Tue Aug 01 20:31:27 GMT 2023","Tue Aug 01 20:31:27 GMT 2023","437","","test_api_login","TestRegister","","","test_user_register_wrong_password[tttttttttttttttttttt]",""
"passed","Tue Aug 01 20:31:21 GMT 2023","Tue Aug 01 20:31:22 GMT 2023","1641","","test_api_login","TestRegister","","","test_user_register",""
"passed","Tue Aug 01 20:31:23 GMT 2023","Tue Aug 01 20:31:23 GMT 2023","496","","test_api_login","TestRegister","","","test_user_register_empty_fields[lastName]",""
"passed","Tue Aug 01 20:31:26 GMT 2023","Tue Aug 01 20:31:26 GMT 2023","451","","test_api_login","TestRegister","","","test_user_register_wrong_password[test]",""
"passed","Tue Aug 01 20:31:33 GMT 2023","Tue Aug 01 20:31:35 GMT 2023","1055","","test_api_login","TestAuth","","","test_user_login_wrong_password",""
"passed","Tue Aug 01 20:31:44 GMT 2023","Tue Aug 01 20:31:45 GMT 2023","1443","","test_cars_api_and_ui","TestCarsUI","","","test_auto_create","Create car via WEB UI and check it values via API"
"passed","Tue Aug 01 20:32:15 GMT 2023","Tue Aug 01 20:32:17 GMT 2023","1218","","test_login_ui","TestLoginPopUp","","","test_login_p1_1","check for successful login with valid credentials"
"passed","Tue Aug 01 20:31:26 GMT 2023","Tue Aug 01 20:31:27 GMT 2023","483","","test_api_login","TestRegister","","","test_user_register_wrong_password[t1T]",""
